"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"129","10200707","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Process Gas /Coke Oven Gas","External Combustion Boilers","Industrial","Process Gas","Coke Oven Gas"
"130","10200710","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Process Gas /Cogeneration","External Combustion Boilers","Industrial","Process Gas","Cogeneration"
"131","10200711","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Process Gas /Landfill Gas","External Combustion Boilers","Industrial","Process Gas","Landfill Gas"
"132","10200799","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Process Gas /Other: Specify in Comments","External Combustion Boilers","Industrial","Process Gas","Other: Specify in Comments"
"133","10200802","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Petroleum Coke /All Boiler Sizes","External Combustion Boilers","Industrial","Petroleum Coke","All Boiler Sizes"
"134","10200804","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Petroleum Coke /Cogeneration","External Combustion Boilers","Industrial","Petroleum Coke","Cogeneration"
"135","10200901","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Bark-fired Boiler","External Combustion Boilers","Industrial","Wood/Bark Waste","Bark-fired Boiler"
"136","10200902","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood/Bark-fired Boiler","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood/Bark-fired Boiler"
"137","10200903","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood-fired Boiler - Wet Wood (:=20% moisture)","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler - Wet Wood (:=20% moisture)"
"138","10200904","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Bark-fired Boiler (< 50,000 Lb Steam) **","External Combustion Boilers","Industrial","Wood/Bark Waste","Bark-fired Boiler (< 50,000 Lb Steam) **"
"139","10200905","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood/Bark-fired Boiler (< 50,000 Lb Steam) **","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood/Bark-fired Boiler (< 50,000 Lb Steam) **"
"140","10200906","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood-fired Boiler (< 50,000 Lb Steam) **","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler (< 50,000 Lb Steam) **"
"141","10200907","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood/Bark Waste /Wood Cogeneration","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood Cogeneration"
"142","10200908","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood-fired Boiler - Dry Wood (<20% moisture)","External Combustion Boilers","Industrial","Wood/Bark Waste","Wood-fired Boiler - Dry Wood (<20% moisture)"
"143","10200910","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood/Bark Waste /Fuel cell/Dutch oven boilers **","External Combustion Boilers","Industrial","Wood/Bark Waste","Fuel cell/Dutch oven boilers **"
"144","10200911","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood/Bark Waste /Stoker boilers **","External Combustion Boilers","Industrial","Wood/Bark Waste","Stoker boilers **"
"145","10200912","Fuel Comb - Industrial Boilers, ICEs - Biomass","Ext Comb /Industrial /Wood/Bark Waste /Fluidized bed combustion boiler","External Combustion Boilers","Industrial","Wood/Bark Waste","Fluidized bed combustion boiler"
"146","10201001","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /LPG /Butane","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Butane"
"147","10201002","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /LPG /Propane","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Propane"
"148","10201003","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /LPG /Butane/Propane Mixture: Specify Percent Butane in Comments","External Combustion Boilers","Industrial","Liquified Petroleum Gas (LPG)","Butane/Propane Mixture: Specify Percent Butane in Comments"
"149","10201101","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Bagasse /All Boiler Sizes","External Combustion Boilers","Industrial","Bagasse","All Boiler Sizes"
"150","10201201","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Solid Waste /Specify Waste Material in Comments","External Combustion Boilers","Industrial","Solid Waste","Specify Waste Material in Comments"
"151","10201202","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Solid Waste /Refuse Derived Fuel","External Combustion Boilers","Industrial","Solid Waste","Refuse Derived Fuel"
"152","10201301","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Liquid Waste /Specify Waste Material in Comments","External Combustion Boilers","Industrial","Liquid Waste","Specify Waste Material in Comments"
"153","10201302","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Liquid Waste /Waste Oil","External Combustion Boilers","Industrial","Liquid Waste","Waste Oil"
"154","10201303","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Liquid Waste /Salable Animal Fat","External Combustion Boilers","Industrial","Liquid Waste","Salable Animal Fat"
"155","10201401","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /CO Boiler /Natural Gas","External Combustion Boilers","Industrial","CO Boiler","Natural Gas"
"156","10201402","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /CO Boiler /Process Gas","External Combustion Boilers","Industrial","CO Boiler","Process Gas"
"157","10201403","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /CO Boiler /Distillate Oil","External Combustion Boilers","Industrial","CO Boiler","Distillate Oil"
"158","10201404","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /CO Boiler /Residual Oil","External Combustion Boilers","Industrial","CO Boiler","Residual Oil"
"159","10201601","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Methanol","External Combustion Boilers","Industrial","Methanol","Industrial Boiler"
"160","10201701","Fuel Comb - Industrial Boilers, ICEs - Other","Ext Comb /Industrial /Gasoline","External Combustion Boilers","Industrial","Gasoline","Industrial Boiler"
"161","10300101","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Anthracite Coal /Pulverized Coal","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Pulverized Coal"
"162","10300102","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Anthracite Coal /Traveling Grate (Overfeed) Stoker","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Traveling Grate (Overfeed) Stoker"
"163","10300103","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Anthracite Coal /Hand-fired","External Combustion Boilers","Commercial/Institutional","Anthracite Coal","Hand-fired"
"164","10300203","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Cyclone Furnace","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Cyclone Furnace (Bituminous Coal)"
"165","10300205","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Pulverized Coal: Wet Bottom","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Bituminous Coal)"
"166","10300206","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Pulverized Coal: Dry Bottom","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Bituminous Coal)"
"167","10300207","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Overfeed Stoker","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Overfeed Stoker (Bituminous Coal)"
"168","10300208","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Underfeed Stoker","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Underfeed Stoker (Bituminous Coal)"
"169","10300209","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Spreader Stoker","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Spreader Stoker (Bituminous Coal)"
"170","10300211","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bitum/Subbit Coal /Overfeed Stoker **","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Overfeed Stoker **"
"171","10300214","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Hand-fired","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Hand-fired (Bituminous Coal)"
"172","10300216","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Pulverized Coal: Dry Bottom (Tangential)","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Tangential) (Bituminous Coal)"
"173","10300217","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Atmospheric Fluidized Bed Combustion: Bubbling Bed","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Bubbling Bed (Bituminous Coal)"
"174","10300218","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Bituminous Coal /Atmospheric Fluidized Bed Combustion: Circulating Bed","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Atmospheric Fluidized Bed Combustion: Circulating Bed (Bitum. Coal)"
"175","10300221","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Subbituminous Coal /Pulverized Coal: Wet Bottom","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Wet Bottom (Subbituminous Coal)"
"176","10300222","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Subbituminous Coal /Pulverized Coal: Dry Bottom","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom (Subbituminous Coal)"
"177","10300223","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Subbituminous Coal /Cyclone Furnace","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Cyclone Furnace (Subbituminous Coal)"
"178","10300224","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Subbituminous Coal /Spreader Stoker","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Spreader Stoker (Subbituminous Coal)"
"179","10300225","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Subbituminous Coal /Traveling Grate (Overfeed) Stoker","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Traveling Grate (Overfeed) Stoker (Subbituminous Coal)"
"180","10300226","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Subbituminous Coal /Pulverized Coal: Dry Bottom Tangential","External Combustion Boilers","Commercial/Institutional","Bituminous/Subbituminous Coal","Pulverized Coal: Dry Bottom Tangential (Subbituminous Coal)"
"181","10300300","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Lignite /Pulverized Coal: Wet Bottom","External Combustion Boilers","Commercial/Institutional","Lignite","Pulverized Coal: Wet Bottom"
"182","10300305","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Lignite /Pulverized Coal: Dry Bottom, Wall Fired","External Combustion Boilers","Commercial/Institutional","Lignite","Pulverized Coal: Dry Bottom, Wall Fired"
"183","10300306","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Lignite /Pulverized Coal: Dry Bottom, Tangential Fired","External Combustion Boilers","Commercial/Institutional","Lignite","Pulverized Coal: Dry Bottom, Tangential Fired"
"184","10300307","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Lignite /Traveling Grate (Overfeed) Stoker","External Combustion Boilers","Commercial/Institutional","Lignite","Traveling Grate (Overfeed) Stoker"
"185","10300309","Fuel Comb - Comm/Institutional - Coal","Ext Comb /Comm-Inst /Lignite /Spreader Stoker","External Combustion Boilers","Commercial/Institutional","Lignite","Spreader Stoker"
"186","10300401","Fuel Comb - Comm/Institutional - Oil","Ext Comb /Comm-Inst /Residual Oil /Grade 6 Oil","External Combustion Boilers","Commercial/Institutional","Residual Oil","Grade 6 Oil"
"187","10300402","Fuel Comb - Comm/Institutional - Oil","Ext Comb /Comm-Inst /Residual Oil /10-100 Million Btu/hr **","External Combustion Boilers","Commercial/Institutional","Residual Oil","10-100 Million Btu/hr **"
"188","10300403","Fuel Comb - Comm/Institutional - Oil","Ext Comb /Comm-Inst /Residual Oil /< 10 Million Btu/hr **","External Combustion Boilers","Commercial/Institutional","Residual Oil","< 10 Million Btu/hr **"
"189","10300404","Fuel Comb - Comm/Institutional - Oil","Ext Comb /Comm-Inst /Residual Oil /Grade 5 Oil","External Combustion Boilers","Commercial/Institutional","Residual Oil","Grade 5 Oil"
"190","10300501","Fuel Comb - Comm/Institutional - Oil","Ext Comb /Comm-Inst /Distillate Oil /Grades 1 and 2 Oil","External Combustion Boilers","Commercial/Institutional","Distillate Oil","Grades 1 and 2 Oil"
"191","10300502","Fuel Comb - Comm/Institutional - Oil","Ext Comb /Comm-Inst /Distillate Oil /10-100 Million Btu/hr **","External Combustion Boilers","Commercial/Institutional","Distillate Oil","10-100 Million Btu/hr **"
"192","10300503","Fuel Comb - Comm/Institutional - Oil","Ext Comb /Comm-Inst /Distillate Oil /< 10 Million Btu/hr **","External Combustion Boilers","Commercial/Institutional","Distillate Oil","< 10 Million Btu/hr **"
"193","10300504","Fuel Comb - Comm/Institutional - Oil","Ext Comb /Comm-Inst /Distillate Oil /Grade 4 Oil","External Combustion Boilers","Commercial/Institutional","Distillate Oil","Grade 4 Oil"
"194","10300601","Fuel Comb - Comm/Institutional - Natural Gas","Ext Comb /Comm-Inst /Natural Gas /> 100 Million Btu/hr","External Combustion Boilers","Commercial/Institutional","Natural Gas","> 100 Million Btu/hr"
"195","10300602","Fuel Comb - Comm/Institutional - Natural Gas","Ext Comb /Comm-Inst /Natural Gas /10-100 Million Btu/hr","External Combustion Boilers","Commercial/Institutional","Natural Gas","10-100 Million Btu/hr"
"196","10300603","Fuel Comb - Comm/Institutional - Natural Gas","Ext Comb /Comm-Inst /Natural Gas /< 10 Million Btu/hr","External Combustion Boilers","Commercial/Institutional","Natural Gas","< 10 Million Btu/hr"
"197","10300701","Fuel Comb - Comm/Institutional - Other","Ext Comb /Comm-Inst /Process Gas /POTW Digester Gas-fired Boiler","External Combustion Boilers","Commercial/Institutional","Process Gas","POTW Digester Gas-fired Boiler"
"198","10300799","Fuel Comb - Comm/Institutional - Other","Ext Comb /Comm-Inst /Process Gas /Other Not Classified","External Combustion Boilers","Commercial/Institutional","Process Gas","Other Not Classified"
"199","10300811","Fuel Comb - Comm/Institutional - Other","Ext Comb /Comm-Inst /Landfill Gas","External Combustion Boilers","Commercial/Institutional","Landfill Gas","Landfill Gas"
"200","10300901","Fuel Comb - Comm/Institutional - Biomass","Ext Comb /Comm-Inst /Bark-fired Boiler","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Bark-fired Boiler"
"201","10300902","Fuel Comb - Comm/Institutional - Biomass","Ext Comb /Comm-Inst /Wood/Bark-fired Boiler","External Combustion Boilers","Commercial/Institutional","Wood/Bark Waste","Wood/Bark-fired Boiler"
